NAISTYP_SORT; NAISTYP_C; NAISTYP_LAT; NAISTYP_NWLD; NAISTYP_HDOM_MIN; NAISTYP_HDOM_MAX; NAISTYP_HMAX_NAD; NAISTYP_HMAX_LAU; NAISTYP_BEM4; NAISTYP_STAO; NAISTYP_VASP; NAISTYP_HUMF; NAISTYP_ENT; NAISTYP_EIG; NTYP_KG_FEIN; NTYP_KG_GESTEIN; NAISTYP_KG_V; NAISTYP_KG_T_MIN; NAISTYP_KG_T_MAX; NTYP_AM_S; NTYP_AM_B; NTYP_RT_MITTELH; NTYP_RT_MULDE; NTYP_RT_KUPPE; NTYP_RT_PLATEAU; NTYP_RT_STEILH; NTYP_FELS; NTYP_BL_FELS_ST; NTYP_BL_FELS_WE; NTYP_BL_KARREN; NTYP_BL_SCHUTT_M; NTYP_BL_SCHUTT_S; NTYP_BL_SCHUTT_X; NTYP_STEINSCHLAG; NTYP_LAWINEN; NTYP_RUTSCHUNG; NTYP_EROSION; NTYP_WASS_BACH; NTYP_WASS_KLEIN; NTYP_WASS_QUELL; NTYP_WECHSELF; NAISTYP_GFX
20;20;Adenostylo alliariae-Abieti-Fagetum typicum;"Buche und Tanne dominieren; dazu Bergahorn; Bergulme; Fichte; Esche; Vogelbeere. Schlussgrad normal bis locker. Einzelbäume und Kleinkollektive
";30;40;45;35;;"Oberboden ohne Basen; frisch bis feucht; meistens Hanglage; oft Tobeleinhänge
";"Farnreich; Grauer Alpendost; Weisse Pestwurz
";Mull;"Braunerde; Parabraunerde; Rendzina; Pararendzina; Regosol; Ranker; alle auch vernässt möglich
";"Skelettgehalt gering bis hoch; Gründigkeit sehr tief; durchlässig; schwach pseudovergleyt bis keine Vernässung
";0;9;9;;50;1;2;1;1;0;2;1;2;0;2;2;0;0;2;2;2;1;1;0;2;0;0;20
20.00004;20E   ;Adenostylo alliariae-Abieti-Fagetum hordelymetosum;"Tanne und Edellaubbäume (Bergahorn; Esche; Bergulme) dominieren; dazu Buche; Fichte. Schlussgrad normal bis locker. Einzelbäume; Kleinkollektive
";25;35;38;30;;"Verdichtete; basenreiche Unterlage; oft Mergel oder toniger Flysch. Oft flachere Hanglagen mit unregelmässigem Kleinrelief (Sackungen)
";"Krautschicht oft spärlich ausgebildet. Waldgerste; Sanikel; auf gestörten Flächen Schachtelhalme. 
";"Mull; Moder; feuchte Ausprägung";"Nassböden beeinflusst durch Stauwasser oder Grund/Hangwasser; vernässte Braunerde oder Parabraunerde.
";"Skelettgehalt mittel; Gründigkeit sehr tief; Durchlässigkeit mittel bis gering; Pseuogley bis schwach pseudovergleyt; sehr stark grundnass bis grundnass
";0;9;1;12;;2;1;1;2;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;20E
21;21;Aceri-Fagetum;"Buche; Bergahorn; dazu Vogelbeere; Tanne; Fichte. Wegen der starken Konkurrenz durch die Hochstauden und die Einwirkung des Schnees sind die Bestände meist locker bis räumig. Rottenansätze; Einzelbäume und Kleinkollektive
";20;25;30;25;;"Auf konsolidiertem Hangschutt basen- und tonreicher Schichten. Schattig; kühl und luftfeucht; oft Hangmulden; im Jura häufig nahe von Kreten. Häufig im Bereich von Schneerutschungen und kleineren Lawinen
";"Sehr üppige Hochstaudenflur
";"Mull; stellenweise Kalkmull; Moder";"Braunerde; Rendzina; Pararendzina; Regosol; stellenweise vernässt
";"Skelettgehalt gering bis mittel; Gründigkeit mittel bis tief; Durchlässigkeit hoch bis mittel; grundnass oder schwach pseudovergleyt bis keine Vernässung.
";0;9;9;;;0;1;1;2;0;0;1;2;0;0;0;0;0;0;2;1;2;2;0;0;0;0;21
21.1;21*   ;Alno viridi-Sorbetum aucupariae prov.;"Vogelbeere und Grünerle dominieren; dazu Bergahorn. Selten auch Buche; Tanne oder Lärche. Dichter Laubwald (ca. 5 m hoch) mit einzelnen Vogelbeeren; die grösser als 5 m werden. Verjüngung auch mit Ableger.
Teilweise Pionierstadium von 59A (Hochstauden-Lärchenwald); 60 (Typischer Hochstauden-Fichtenwald) oder 47* (Alpenrosen-Lärchen-Tannenwald)
";6;8;15;8;;"Lawinengefährdete Hanglagen; Schattenhänge oder sonnenabgewandte Mulden.
";"Dickicht aus Grünerle und Vogelbeere; mit Heidelbeere; Alpenrose und Hainrispengras
";"Mull; Moder";"Saure Braunerde; schwach podsoliert; stellenweise vernässt
";"Skelettgehalt mittel bis hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit mittel bis gering; Vernässung keine bis leicht pseudovergleyt oder grundnass
";0;0;2;;;1;0;1;1;2;2;2;2;2;1;0;2;2;2;2;1;2;2;2;2;2;2;21Stern
21.00006;21L   ;Laburno-Aceretum prov.;"Bergahorngruppen mit Alpengoldregen; oft in Form von kleinen säbelwüchsigen Kollektiven. Die Stämme erscheinen in schneereichen; bewegten Hangpartien auffällig gekrümmt. In den Lücken ist die Grasschicht manchmal sehr üppig.
";0;0;15;15;;"Durch Steinschlag; Lawinen und Schneedruck geprägten Standorte in schattigen Gewinnlagen; am Hangfuss und an der Aussenseite von Runsen.
";"Mosaik aus Steinhaufen mit Mineralerde (Rumex scutatus; Vincetoxicum; Festuca; ...); schattigen Stellen mit kleinwüchisgen Arten (Oxalis; Viola;..) und lichtreicheren üppigen Grasfluren (Peucedanum; Senecio; Silene; Rumex; ...)
";Mull-Moder;"Regosol; kolluviale oberflächlich verbraunten Böden.
";"Skelettgehalt gering bis mittel; Gründigkeit mittel; Durchlässigkeit hoch bis mittel; grundnass bis keine Vernässung.
";0;0;2;;;1;2;2;1;0;0;1;1;1;1;0;2;2;1;2;1;2;2;2;2;2;2;21L
22;22;Phyllitido-Aceretum;"Bergahornwald; Esche. Linde und Ulme können beigemischt sein.
";18;28;30;28;;"Kalkschutthalden mit grossen Blöcken; dazwischen tiefreichender Mull und Hohlräume. Steinschlag. Oft Ablagerungsgebiet eines Bergsturzes; Schattenhänge
";"Zwischen den Blöcken Hirschzunge.
";Kalkmull;"Regosol; Gesteinrohboden (Schutthalden)
";"Skelettgehalt sehr hoch bis äusserst hoch; Gründigkeit sehr flach bis sehr tief; Durchlässigkeit hoch bis gering; keine Vernässung
";9;1;;;;2;1;2;1;0;2;0;2;1;0;2;2;0;1;1;0;0;0;0;0;0;0;22
22.1;22*   ;Phyllitido-Aceretum (Insubrische Ausbildung);"Ahorne; Hopfenbuchen; Linden und Eschen in Schluchtwälder; kleinflächig in Runsen oder Hangfusswälder mit aktiven Blochschutt in luftfeuchter Lagen. 
";0;0;0;28;;"Windarme; luftfeuchte Lagen mit mehr oder weniger frischem Blockschutt; Schluchtlagen oder schattige Standorte die ständig basenhaltigen Schutt nachliefern und gleichzeitig milde bis kühle; jedoch ausgeglichene Temperaturen aufweisen.
";"Dauergesellschaft mit insubrische Ausprägung: in der stellenweise üppiger Krautschicht prägt der immergrüne Element (Farnen; Kräuter; Sträucher; Lianen un Bäumen) alle Vegetationsschichten.
";Mull;"Regosol; Rohboden; örtlich in Form von leicht vebraunten Rendzina
";"Skelettgehalt sehr hoch bis äusserst hoch; Gründigkeit sehr flach bis sehr tief; Durchlässigkeit hoch bis gering; keine Vernässung
";1;1;9;;;2;1;0;1;0;0;1;2;1;1;0;1;1;1;1;2;2;1;1;1;2;9;22Stern
22.00001;22A   ;Arunco-Aceretum;"Bergahorn-Pionierwald; säbelwüchsig; kleinflächig in Runsen und frischen Rutschflächen. Stabilisiert sich der Hang; entwickeln sich feuchte (Tannen-)Buchenwälder; Ahorn-Eschenwälder oder Lerchensporn-Ahornwälder
";10;18;27;25;;"Rutschige; feinkörnige Böden über Kalkmergeln und Flysch; eher in Schattenlagen
";"Krautschicht üppig; aber mit Lücken und nicht artenreich. 
";Mull;"Regosol/Rohboden
";"Feucht; nährstoffreich.
";9;1;;;;2;1;2;0;0;0;1;1;2;2;0;0;0;0;2;0;1;1;0;0;0;0;22A
22.00002;22C   ;Corydalido-Aceretum;"Wüchsiger Ahornwald; oft mit Esche und Sommerlinde. 
";30;35;37;35;;"Hangfusslagen; meist auf feinem feuchtem Kalkschutt; meist an Schattenhängen
";"Krautig; besonders im Frühlingsaspekt; wenn Lerchensporn und/oder Märzenglöckchen dominieren.
";"Mull (Kalkmull); teils erodiert";"Pararendzina; Rendzina und Regosole; manchmal verbraunt oder vernässt; auf Feinschutt
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit sehr tief; biologische Aktivität sehr hoch; Durchlässigkeit normal bis gering; schwach grundnass bis keine Vernässung
";9;1;1;;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22C
23;23;Sorbo-Aceretum;"Bergahorn und Mehlbeere. Der Schlussgrad ist räumig bis aufgelöst. Meistens Einzelbäume. Oft durchziehen waldfreie Schuttströme die 
Bestände. Die Bäume sind grosskronig und stark säbelwüchsig. Die Stämme sind auf der Oberseite häufig stark verletzt.
";10;15;18;15;;"Basenreiche Schutthalden direkt unterhalb von Felsen; die ständig basenhaltigen Schutt nachliefern. Südexposition und sehr starke Einstrahlung sind Voraussetzung für das entstehen des Standortstyps
";"Artenreiche; üppige Krautschicht mit Trockenheits- und Feuchtezeigern; dazwischen zeitweise stark austrocknende Schutthalden ohne Vegetation
";"Mull; Kalkmull stellenweise Moder; Kalkmoder; auch trockene Ausprägungen; teils erodiert";"Rendzina; Pararendzina; Gesteinsrohboden
";"Skelettgehalt äusserst hoch; Gründigkeit sehr tief; Durchlässigkeit mittel bis gering; keine Vernässung
";9;1;1;;25;0;1;1;2;0;0;2;1;1;1;0;2;1;0;1;1;0;1;0;0;0;2;23
23.1;23*   ;Sorbetum ariae PROV.;"Mehlbeerreiche Mischbestände; kleinwüchsig mit wenig anderen Baumarten (Esche; Bergahorn; Buche)
";5;10;12;10;;"Trockene Hänge in sonnigen Lagen auf Felsen; mit stabilisiertem; feinem Schutt; unerreichbaren Terrassen und Felsenritzen als Habitate von versch. Vogelarten und Huftiere (zoogene Bindung).
";"Unterschicht artenreich; grasig oder krautig.
";Xeromull;"Regosol; Ranker
";"Trocken; flachgründig; im Unterboden basenreich; oberflächlich versauert.
";2;2;2;;;1;2;0;0;2;0;1;1;1;1;0;2;2;2;2;2;2;2;0;0;0;2;23Stern
23.00016;23H   ;Hepatico-Aceretum;"Mischwald mit Bergahorn; Esche; Kirschbaum etc.; Hasel üppig.
Aktuell hat es oft Lärche oder Fichte auf diesem Standort.
Geschlossener Wald
";20;30;0;0;;"Meist Mulden auf basenhaltigem Schiefer; eher in Schattenlagen.
";"Krautschicht mit viel Geissfuss. 
";Mull;"Neutrale Braunerde
";"Skelettgehalt mittel; Gründigkeit mittel bis tief. Durchlässigkeit mittel; schwach bis stark grundnass
";;;;;;0;0;1;1;0;0;2;2;0;2;0;0;0;0;2;2;2;2;0;0;0;2;23H
24;24;Ulmo-Aceretum asperuletosum taurinae;"Bergulme; Nerbulme und in den unteren Lagen auch Esche. Der Schlussgrad ist locker bis lückig. Die Bäume sind oft grosskronig und säbelwüchsig. 
";20;25;28;25;;"Basenreiche Schutthalden unterhalb von Felsen; die ständig basischen Schutt nachliefern. Schuttkegel. 
";"Artenreiche üppige Krautschicht mit vielen mittleren Arten. 
";"Mull; Kalkmull; teilweise erodiert.";"Pararendzina; Rendzina; Ranker; teilweise verbraunt; Gesteinsrohboden
";"Skelettgehalt sehr hoch; Gründigkeit mittel bis sehr tief; Durchlässigkeit hoch bis gering; keine Vernässung.
";2;1;1;;20;2;1;1;1;0;0;2;2;2;1;0;1;1;2;1;1;0;2;0;0;0;0;
24.1;24*   ;Ulmo-Aceretum;"Bergahorn; Bergulme und in unteren Lagen auch Esche. Der Schlussgrad ist locker bis aufgelöst; oft sind baumfreie Runsen vorhanden. Meistens Einzelbäume. Die Bäume sind oft grosskronig und säbelwüchsig. Häufig ist der Bestand homogen; da er nach einem grösseren Ereignis (z. B. Lawine) entstanden ist.
";15;25;28;25;;"Basenreiche; schattige Schutthalden unterhalb von Felsen; die ständig basenhaltigen Schutt nachliefern; Schuttkegel; teilweise im Bereich von Lawinenbahnen. Auch auf Bachschuttkelgeln im Ablagerungsbereich von Murgängen. 
";"Sehr üppige; hochstaudenreiche Krautschicht mit Mondviole; Glänzendem Kerbel; Alpenmilchlattich; Brennessel
";"Mull; stellenweise Kalkmull; teils erodiert";"Regosol; Pararendzina; Rendzina; stellenweise verbraunt; Gesteinsrohboden
";"Skelettgehalt sehr hoch; Gründigkeit tief; Durchlässigkeit hoch bis gering. Keine Vernässung.
";9;1;9;;10;2;1;1;1;0;0;2;1;2;1;2;2;1;0;1;1;2;2;0;0;0;0;24Stern
25;25;Asperulo taurinae-Tilietum typicum;"Laubmischwald mit Linden; Esche; Berg- und Spitzahorn.
";25;35;37;35;;"Föhnklima. Mässig trocken. Steile Kalkschutthalden mit Steinschlag; zwischen dem Schutt Hohlräume. Teilweise auch in warmen Felslagen
";"Spärliche Strauchschicht; Krautschicht mit «frischem» Aussehen; hauptsächlich Buchenwaldarten.
";"Kalkmull; teils trockene Ausprägung; teils erodiert.";"Pararendzina; Rendzina; Gesteinsrohboden. Instabile Schutthalden
";"Skelettgerhalt sehr hoch; Gründigkeit sehr tief; durchlässig; keine Vernässung
";9;1;1;;0;0;1;1;2;0;0;1;1;2;2;2;2;1;2;1;0;0;2;0;0;0;0;25
25.1;25*   ;Aceri-Tilietum / Asperulo taurinae-Tilietum tametosum;"Laubmischwald mit Linden (beide Arten); Esche; Bergund Spitzahorn; Mehlbeerbaum.
";15;25;27;25;;"Warm. Steile; trockene Kalkschutthalden mit Steinschlag und an der Oberfläche lose abgelagertem Schutt. Teilweise auch in warmen Felslagen.
";"Oft dichte Strauchschicht; lückige; im Hochsommer oft austrocknende Krautschicht im Schutt.
";Kalkmull;"Pararendzina; Regosol; instabile Schutthalden
";"Skelettgehalt sehr hoch; Gründigkeit mittel bis tief; übermässig durchlässig; keine Vernässung
";9;1;;;;0;1;1;2;0;0;1;1;1;2;2;2;1;2;1;0;0;2;0;0;0;2;25Stern
25.00001;25A   ;Fraxino-Tilietum aegopodietosum;"Mischwald mit Winterlinde; Esche; Kirschbaum; Spitzahorn; Birke; Nussbaum; etc. Hasel üppig. Aktuell hat es oft Fichte oder Lärche auf diesem Standort.
Geschlossener Wald. 

";20;30;35;32;;"Meist Mulden auf basenhaltigem Schiefer; eher in Schattenlagen
";"Krautschicht mit viel Geissfuss. 
";Mull;"Neutrale Braunerde
";"Skelettgehalt mittel; Gründigkeit tief bis sehr tief. Durchlässigkeit mittel; schwach bis stark grundnass
";9;1;9;30;;0;0;2;1;0;0;2;2;0;2;0;2;0;2;0;0;1;2;0;0;0;0;25_A
25.00019;25F   ;Asperulo taurinae-Tilietum aegopodietosum;"Laubmischwald mit Esche; Bergahorn; Spitzahorn; Linden; Ulme. 
";25;35;37;35;;"Basenreiche; schattige Schutthalden unterhalb von Felsen; die ständig basenhaltigen Schutt nachliefern; Schuttkegel. Auch auf Bachschuttkegeln im Ablagerungsbereich von Murgängen. 
";"Oft üppige Strauchschicht. Krautschicht sehr artenreich mit viele Nährstoff- udn Feuchtezeigern
";"Mull; Kalkmull; teils erodiert";"Pararendzina; Rendzina teilweise verbraunt und oder vernässt; 
";"Skelettgehalt sehr hoch; Gründigkeit tief bis sehr tief; Durchlässigkeit mittel bis gering; keine Vernässung bis grundnass oder schwach pseudovergleyt.
";9;1;1;0;;0;1;2;1;0;0;2;2;0;2;0;2;1;2;1;0;2;2;0;0;0;0;
25.00017;25O   ;Asperulo taurinae-Tilietum ostryetosum  Insubrische Ausbildung;"Offener Laubmischwald; mit unbewachsenen Steinschuttrunsen mit dominierenden Hopfenbuchen. Dazu Winterlinde; Sommerlinde; Esche; Mannaesche; selten Ahorne; Ulmen; Eichen; Stechpalme; Edellorbeer.
";0;0;27;25;;"Steile; instabile Kalkschutthalden mit Steinschlag; grobschuttig; meist sonnig; wenig stabilisiert und humusiert.
";"Dichte niederwaldartige Hopfenbuchengruppen; teilw mit Haselbeständen. Trockenere Fazies mit Rohböden; mit Mäusedorn und Niedrige Segge.
";Kalkmull. Ürtlich Xeromoder.;"Rendzina; Regosol; instabile Schutthalden nur kleinflächig und oberflächlich verbraunt.
";"Skelettreiche Rohböden; Gründigkeit flach; durchlässig
";1;1;1;10;;2;1;1;1;2;0;1;1;1;2;0;2;1;2;1;2;1;2;0;0;0;0;25O
25.00011;25Q   ;Querco-Tilietum;"Mischwald mit Traubeneiche; Winterlinde; Esche; Kirschbaum; Feldahorn; Mehlbeere; Spitzahorn; Birke; etc. auch Kastanie möglich. Hasel. Aktuell hat es oft Fichte; Lärche oder Waldföhre auf diesem Standort. Geschlossener Wald. 
";15;20;25;22;;"Meist Kreten auf basenhaltigem Schiefer oder Moränen; eher in Schattenlagen
";"Krautschicht artenreich. 
";"Moder; Mull";"Neutrale Braunerde; Regosol
";"Skelettgehalt mittel; Gründigkeit mittel. Durchlässig; keine Vernässung
";9;1;;;;0;0;2;0;1;0;2;1;2;1;0;2;0;2;0;0;2;2;0;0;0;2;25Q
25.001;25a   ;;"Winterlinde dominiert mit Esche und Kastanie.
";0;0;30;35;;"Taleinschnitte mit steilen Hängen. Silikat- und Moränen-Schutthalden mit Steinschlag; zwischen dem Schutt Hohlräume. Teilweise bis auf zonalen Hängen in Gebieten ohne Buche
";"Krautschicht aus mesophilen Arten; Efeu bildet Rasen; Lücken mit viel Haselsträucher.
";Mull;"Kolluviale Böden; oberflächlich verbraunt; leicht sauer bis neutral.
";"Skelettgehalt mittel; Gründigkeit mittel. Durchlässig; keine Vernässung
";2;0;2;;;1;2;1;1;0;0;1;2;1;1;0;1;2;1;1;0;2;2;2;2;0;0;25a
25.001001;25as  ;Luzulo niveae-Tilietum;"Winterlinde dominiert mit Kastanie und Traubeneiche. 
";0;0;30;28;;"Austrockende; teilw. sonnige; felsige oder schuttige Hänge. Felsen. Teilweise bis auf zonale Hänge in Gebieten ohne Buche.
";"Krautschicht unterbrochen; oft mit Trockenzeigern
";Moder;"Regosol; kolluviale Ranker; wenig tief verbraunt.
";"Skelettgehalt mittel bis hoch; Gründigkeit flach bis tief. Durchlässig; keine Vernässung
";0;0;2;;;1;2;2;0;2;0;1;1;1;2;0;1;2;2;1;0;2;2;2;2;0;0;25as
25.017;25au  ;Luzulo niveae-Tilietum;"Winterlinde und Esche mit Bergahorn (Ulme) dominieren.
";0;0;37;35;;"Frische Zufuhrlagen mit Schutt; steile Hänge; schattig und frisch. Teilweise bis auf zonale Hänge in Gebieten ohne Buche.
";"Üppige Krautschichten mit Farnen. Brombeeren.
";Mull;"Kolluviale Böden bis saure Braunerde in den stabilisierten Teilen.
";"Skelettgehalt mittel bis sehr hoch; Gründigkeit flach bis tief; keine Vernässung
";2;0;2;;;1;2;1;1;0;0;1;2;2;1;0;1;2;1;1;0;1;2;1;1;2;2;25au
25.002;25b   ;Asperulo taurinae-Tilietum Insubrische Ausbildung;"Laubmischwald; wüchsig oft ausgewachsener Niederwald mit Hopfenbuche; Winterlinde; Sommerlinde; Esche; Mannaesche; Ahorne; Ulmen; Kirsche; Buche; Hagebuche; Kastanie; Eichen; Stechpalme und Edellorbeer;
Nussbaum
";20;30;32;30;;"Kalkschutthalden teilweise stabilisiert; feinschuttig; gelegentlich mit Steinschlag. Auf schattigen; frischen; wärmeren Expositionen.
";"Spärliche Strauchschicht in den reifen Stadien; sonst dichte Haselbestände. Krautschicht mit Â«frischemÂ» Aussehen. Frischere Fazies mit Farnen.
";Kalkmull;"Rendzina; teilweise oberflächlich verbraunt; Pararendzina; (Regosol).
";"Skelettgerhalt sehr hoch; Gründigkeit sehr tief; durchlässig; keine Vernässung 
";9;1;1;;;0;1;1;2;0;0;2;2;0;2;2;2;1;0;1;0;0;2;0;0;0;0;25b
25.005;25e   ;Tilio-Fraxinetum;"Wenig wüchsiger; oft buschiger Eschenmischwald mit einzelnen Linden und Eichen. 
";10;20;22;20;;"Warme; trockene Kalkfelssteilhänge
";"Strauchig und krautig.
";Xeromull (Xero-Kalkmull) und Xero-Moder;"Sehr flachgründige Rendzina
";"Oft nur in Felsspalten; Durchlässigkeit übermässig
";9;1;;;;0;1;1;0;2;0;1;1;1;2;2;0;0;0;1;0;0;2;0;0;0;2;25e
25.007;25f   ;"Lunario-Acerion; Tilion; Arunco-Fraxinetum p. p.";"Winterlinde und Esche dominieren; dazu Traubeneiche; Kastanie; Buche; Bergahorn; Bergulme; Schwarzerle; Fichte; Tanne; Eibe. Potentiell entsteht ein Lindenmischwald mit Eibe; Tanne; Efeu und laurophyllen Arten
";25;30;32;30;;"Vegetationskomplex der schattigen Schluchten auf Silikat. Enge Täler mit  ozeanischem; luftfeuchten; windarmen Mesoklima. Bis 900 (1100) m über Meer.
";"Artenreich; mit sauren; trockenen Polster auf den Felswänden; bis auf bewegten Schutt mit Nährstoffzeigern wie Mondviole und vielen Farnen.
";Mull;"Kolluviale Böden; teilweise verbraunt bis Ranker.
";"Skelettgehalt mittel bis hoch; Gründigkeit flach bis tief; keine Vernässung
";0;0;2;;;1;0;0;1;0;0;1;1;1;1;0;1;1;1;2;0;2;2;1;1;1;1;25f
26;26;Aceri-Fraxinetum;"Bergahorn und Esche dominieren; dazu Stieleiche; Kirschbaum (submontane Stufe); Bergulme; Tanne.
";25;40;40;40;;"Feuchte bis nasse; meist schattige Zufuhrlagen.
";"Oft üppige Hochstauden.
";"Mull (feuchte Ausprägung); stellenweise Kalkmull.";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Braunerde; Pararbraunerde; Rendzina; Pararendzina; Regosol; vernässt. 
";"Skelettgehalt gering bis mittel; Gründigkeit sehr tief; biologische Aktivität hoch; obere Horizonte periodisch durchlüftet; untere Horizonte für Buche zu nass; Durchlässigkeit hoch bis gering; sehr stark bis schwach grundnass; Pseudogley bis schwach pseudovergleyt. 
";9;9;1;;150;2;1;2;1;0;0;2;0;0;0;0;0;0;2;0;0;1;2;2;2;0;0;26
26.009;26h   ;"Aceri-Fraxinetum; Höhenausbildung";"Bergahorn und Esche dominieren; dazu Bergulme; Tanne; und Vogelbeere. Schlussgrad normal bis räumig. Einzelbäume und Kleinkollektive
";25;35;35;30;;"Tal- und Hangfusslagen
";"Üppige; artenreiche Krautschicht
";"Mull; feuchte Ausprägung; stellenweise Kalkmull";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Braunerde; Pararendzina; Regosol; vernässt. 
";"Skelettgehalt sehr gering bis hoch; Gründigkeit sehr tief; Durchlässigkeit mittel bis gering. sehr stark bis schwach grundnass; Pseudogley bis schwach pseudovergleyt.
";9;9;1;;60;2;1;2;1;0;0;2;0;0;0;0;0;0;2;0;2;1;2;2;2;0;0;26h
26.014;26w   ;Aceri-Fraxinetum calamagrostietosum variae;"Mässig wüchsige; oft lückige Ahorn-Weisserlenbestände; denen unterhalb 1200 müM auch Eschen beigemischt sein können; eine stark deckende Strauchschicht ist stets vorhanden.
";15;25;0;0;;"Stark basisch-tonige Unterlage; meist im Flyschgebiet; häufig sind Hangrutschungen und Wasseraustritte; gute bis übermässige Wasserversorgung mit periodischer Tendenz zur Austrocknung. Mässig geneigte Hänge; wasserzügige Mulden und konkave Hangfusslagen; steilere Tobelflanken mit Oberflächenerosion; alle Expositionen 
";"Gut deckende Bodenvegetation mit ausgeprägtem Grasaspekt; zahlreiche; aber nicht üppig in Erscheinung tretende Krautpflanzen sind stets vorhanden aber nicht aspektbestimmend; die Moosschicht spielt eine untergeordnete Rolle 
";"Mull; kaum organische Auflage";"Hangwasserbeeinflusste Rohböden
";"Stark tonig; wenig verwittert; basenreich bis zur Oberfläche; oft mit Stauhorizont; mässig skelettreich; schlecht durchlässig und gute bis übermässige Wasserspeicherkapazität; schlechte Durchlüftung 
";;;;;;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;2;2;1;1;26w
27;27;Carici remotae-Fraxinetum;"Esche; Schwarzerle; vereinzelt Bergahorn.
";25;35;26;26;;"Quellige Stellen und Bachläufe; Einfluss von fliessendem Wasser.
";"Oft üppige Krautschicht; an quelligen Stellen mit viel Riesenschachtelhalm.
";"Mull (feuchte Ausprägung); stellenweise Anmoor; Kalkmull";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Braunerde; Rendzina; Pararendzina; Regosol; Ranker vernässt. 
";"Skelettgehalt sehr gering bis hoch; oft Kalktuff; Gründigkeit sehr tief;biologische Aktivität hoch. Durchlässigkeit hoch bis gering; sehr stark bis schach grundnass; stark bis sehr schwach pseudovergleyt
";0;0;9;0;;2;1;2;1;0;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;1;2;27
27.1;27*   ;Adenostylo-Alnetum incanae;"Grauerle und Bergahorn dominieren; dazu Vogelbeere; auf weniger vernässten Kleinstandorten einzelne Tannen und Fichten. Teilweise auch Esche. Der Schlussgrad ist räumig bis aufgelöst. Einzelbäume; Kleinkollektive und Rottenansätze.
";15;20;27;20;;"Stark tonhaltige und basenreiche Unterlage; oft Tonschiefer; Mergel oder Flysch; oft Standorte mit tiefgründigen Bodenrutschungen: meist in Mulden; oft entlang von wenig tief eingeschnittenen Bächen. Eher Schattenlage.
";"Sehr üppige; artenreiche Hochstaudenflur
";"Mull; feuchte Ausprägung; stellenweise Moder; Kalkmull feuchte Ausprägungen; Anmoor; teils erodiert";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Braunerde; Rendzina; Pararendzina; Regosol vernässt.
";"Skelettgehalt sehr gering bis hoch; Gründigkeit sehr tief; Durchlässigkeit mittel bis gering; stark bis sehr schwach pseudovergleyt oder sehr stark bis schwach grundnass. 
";9;1;;;;0;0;2;1;0;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;1;2;27Stern
27.00017;27O   ;Osmundo-Alnetum  (syn Osmundo-Fraxinetum - Ceschi);"Esche und Schwarzerle dominieren
";0;0;0;32;;"Quellige Stellen und kleine Bachläufe in wintermilden Lagen; Einfluss von fliessendem Wasser; Häufig am Hang auf Möräne und Silikat (kalkmeidend).
";"Wüchsige Erlengruppen; mit Efeu. Unten Eschen und Brombeergestrüpp unterbrochen von Nassstellen. Farnhorste.
";Mull;"Braunerde teilw. mit Oxidation. Regosol oberflächlich verbraunt.
";"Skelettgehalt mittel bis hoch; Oben versauert; Gründigkeit tief; biologische Aktivität hoch. Durchlässigkeit mittel bis gross; Hang- und Grundwasserspiegel oberflächennah aber sauerstoffreich; daher nur schwach pseudovergleyt.
";0;0;2;;;1;0;2;1;0;0;2;2;0;0;0;2;0;1;2;0;2;2;2;1;1;1;27O
27.009;27h   ;"Carici remotae-Fraxinetum; Ausbildung mit Petasites albus";"Esche dominiert; dazu Bergahorn; einzelne Tannen und Weisserlen. Schlussgrad normal bis räumig. Einzelbäume und Kleinkollektive
";20;25;30;25;;"Quellige und sickernasse Stellen oft entlang von Bachläufen. Untergrund kalkreich; verdichtet.
";"Üppige; artenreiche Krautschicht; Riesenschachtelhalm; oft Tuffausscheidungen mit Kalkquellmoosen.
";"Mull; auch feuchte Ausprägung; tstellenweise Anmoor; Kalkmull";"Nassböden beeinflusst durch Grund-/Hangwasser oder Stauwasser; Braunerde; Rendzina; Pararendzina; Regosol vernässt.
";"Skelettgehalt sehr gering bis hoch; Gründigkeit sehr tief; Durchlässigkeit mittel bis gering; stark bis sehr schwach pseudovergleyt oder sehr stark bis schwach grundnass. 
";9;9;9;0;;2;1;2;1;0;0;0;0;0;0;0;0;0;2;0;0;1;2;1;1;1;2;27h
