SISF_NR; ART_SCHICHT_STD; ART_HS_COLLIN; ART_HS_SUBMONTAN; ART_HS_UNTERMONT; ART_HS_OBERMONT; ART_HS_HOCHMONT; ART_HS_SUBALPIN; ART_HS_OBSUBALP; ART_REGION_J; ART_REGION_M; ART_REGION_1; ART_REGION_2A; ART_REGION_2B; ART_REGION_3; ART_REGION_4; ART_REGION_5A; ART_REGION_5AA; ART_REGION_5B; ART_ZEIG_DET; ART_ZEIG_FLO; ART_LEBENSR
300500;1;0;0;0;1;0;0;0;9;9;9;9;9;9;9;9;9;9;Blockschutt, Ahornwälder;t3k2l2f3.5w1r4n3h3d5;3.2 3.3 3.4 9.2
300800;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3w1r2n2h3d3;6.5 7.1 9.1 9.2
301900;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t2k2l3f4w1r3n4h3d1;6.3 6.7 7.2 8.1
302000;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t2.5k4l4f2.5w1r3n2h1d5;3.2
302400;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k2l2f3w1r3n3h3d3;6.3 7.2 9.1 9.2
303800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3.5w1r3n4h3d3;
304300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2k3l4f4w3r4n2h3d1;4.1 4.2 5.1 6.5
304800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l4f4w3r4n2h3d1;3.2 4.1 4.2 5.1
308400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3.5w3r3n2h5d1;6.2 9.1 9.2 9.3
309000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t1.5k3l4f3.5w1r3n4h3d3;2.4 6.3 6.5 6.6
310500;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k3l3f2.5w1r3n3h3d3;6.7 9.1 9.2 9.3
312700;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;in den Südalpen sauer. mässig wechseltrocken;t2.5k3l3f2w2r4n2h3d3;6.5 7.1 8.2 9.1
313400;1;1;1;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k3l2f3w1r4n3h3d3;2.6 7.2 7.4 9.2
313500;1;1;1;1;1;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2w2r4n3h3d3;6.7 9.1 9.2 9.3
313700;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k2l2f3.5w2r3n3h3d3;7.2 8.1 9.1 9.2
315800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t1.5k3l4f3w2r3n2h3d3;5.1 6.5 7.1 8.2
316400;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;Oft auf Blockschutt Rohboden;t3k2l3f2.5w1r2n2h1d5;3.2 3.3 9.1 9.2
316500;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k2l3f3.5w1r3n3h5d3;3.3 8.1 9.2
316800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels, Blockschutt;t2.5k2l2f3w1r4n3h3d5;3.2 3.3 9.1 9.2
316900;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;Blockschutt, Sonderwaldstandorte;t4.5k2l2f3.5w1r2n2h5d3;9.2
322400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w3r2n2h5d1;5.1 6.4 6.5 9.1
324700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k2l3f3w1r3n3h3d3;2.6 6.7 7.4 9.2
325200;1;0;0;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;;t3k3l2f3w1r3n3h3d3;4.2 7.2 9.1 9.2
325500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4.5k2l3f3w1r4n3h3d3;2.7 6.7 9.2 9.3
325700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels, Blockschutt;t1.5k3l4f3.5w1r5n2h3d5;3.2 3.3 5.1 6.5
326000;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;tonig-schwere Böden;t3k2l2f3.5w1r4n3h3d3;2.6 6.3 7.4 9.2
326600;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;Auf Fels, in den Südalpen auch collin bis subalpin;t1.5k3l4f3w1r2n2h3d5;3.2 3.3 6.5 7.1
327195;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;
327200;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l4f2.5w3r4n2h5d1;6.2 7.4 9.2 9.3
327900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l4f2w3r4n2h3d1;6.2 6.7 7.2 9.3
329400;1;1;0;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;Verwildert;t4.5k2l2f2.5w1r3n3h3d3;2.9 7.4 9.2
329500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t4.5k4l3f1.5w1r4n2h1d3;7.4 9.1 9.3 9.4
329700;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k2l2f3.5w3r3n3h3d1;7.4 9.2
330300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l4f2.5w1r3n3h3d3;7.4 9.1 9.2 9.3
330800;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k2l3f3w3r2n2h5d1;6.3 6.7 7.4 9.2
332800;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k4l2f3.5w1r4n3h5d3;2.6 6.7 7.4 9.2
332900;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t4.5k4l2f3.5w1r4n3h5d3;6.7 7.4 9.1 9.2
333400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3w1r2n3h3d3;6.5 7.1 8.2 9.1
334400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l3f2w2r3n1h5d3;9.1
334600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3w1r2n2h5d3;6.5 7.1 8.2 9.1
334700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k4l2f3.5w1r4n2h5d3;7.1 8.2 9.1 9.2
336500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Hochstaudenflur;t2.5k2l3f4w3r3n4h5d1;4.2 6.3 7.2 9.2
338200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k2l2f3.5w3r4n4h3d1;6.3 6.7 7.4 9.2
339300;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t2.5k2l2f3.5w2r3n4h5d1;4.2 7.2 9.2
340300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l2f3w2r3n3h3d1;7.2 8.2 9.1 9.2
340900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3.5w3r3n4h3d1;1.4 2.2 2.5 6.3
343400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechseltrocken;t3.5k4l3f2w2r4n2h3d5;3.2 3.3 7.4 9.3
343500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l3f2.5w3r4n2h3d1;7.4 9.1 9.2 9.3
345300;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;In den Südalpen auch collin bis subalpin. Mässig wechsefeucht;t2k2l3f3w1r2n2h5d1;3.3 7.1 8.1 9.1
345400;1;0;0;0;0;1;1;0;9;9;9;9;9;9;9;9;9;9;kühl;t2k2l3f3w1r4n2h5d1;3.3 7.1 8.2 9.1
346000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l3f3w1r4n3h3d3;3.3 7.4 9.1 9.2
347600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k2l3f3w2r4n3h3d3;7.4 9.2
352200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;nährstoffreich;t3.5k3l3f3.5w3r4n4h3d1;1.4 7.2 7.5 9.2
353100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4kxl3f3w1rxn4h3d1;
354400;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w2r3n4h3d3;2.6 3.3 7.2 9.2
357400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t3k3l2f3w2r4n2h3d3;3.3 3.4 8.2 9.2
359300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t2k3l3f3.5w2r3n4h3d1;6.3 7.2 8.1 9.2
360900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;trockener Schutt;t2.5k3l4f2w1r3n2h1d5;3.2 3.3
361200;1;1;0;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;mässig basisch;t4.5k1l2f2.5w1r4n2h3d3;7.3 7.6 9.3 9.4
365500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k4l4f4w3r3n3h3d1;7.4 7.5 8.1 9.2
365850;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t3.5k3l4f3.5w3r4n3h1d1;7.4 7.5 8.1 9.2
366100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels, Blockschutt, kalt;t1.5k2l4f3w1r5n2h3d3;3.2 3.3 3.4 6.5
366200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels, Blockschutt, kalt;t1.5k2l5f3w1r4n2h1d5;3.2 3.3 3.4 6.5
367300;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k3l2f3.5w2r4n4h3d3;2.6 6.7 7.2 9.2
368300;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3.5w2r4n4h3d1;3.3 7.4 9.2 9.5
369000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l4f3.5w3r3n4h5d1;5.1 5.2 6.3 7.2
369100;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;tonig-schwere Böden;t3.5k2l2f3w1r4n3h5d3;2.6 9.1 9.2 9.3
369400;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k4l4f2w1r4n2h1d3;2.5 3.3 9.1 9.3
369500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4.5k3l3f2.5w2r4n4h3d3;2.3 2.5 7.2 9.2
371600;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2k2l4f4w3r4n2h1d1;4.1 4.2 5.1 6.5
372800;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;Moderzeiger;t2.5k2l2f3.5w1r2n2h3d3;7.1 8.1 9.1 9.2
375400;1;0;0;0;1;1;1;1;9;9;9;9;9;9;9;9;9;9;Hochstaudenflur;t2.5k2l2f4w3r3n4h3d1;7.2 8.1 9.1 9.2
377100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t1.5k4l4f2w1r4n2h3d3;3.3 6.2 6.5 6.7
379300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t4.5k2l2f3.5w2r4n3h3d1;2.3 2.7 7.4 9.2
379700;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k2l3f4.5w3r3n3h3d1;2.6 6.3 7.2 9.2
383200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels;t3k4l4f1w3r4n2h1d5;3.1 3.2 6.2 9.1
383300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t1.5k3l5f2w3r3n2h3d5;3.1 3.2 6.5 6.6
383900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels;t3.5k4l4f1.5w3r3n2h1d5;3.1 3.2 3.3
385900;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;Eiche, Rohboden;t3.5k4l4f2w3r3n3h1d5;2.9 3.2 3.3 9.2
386700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Fels, Blockschutt;t2k4l5f1w1r2n1h1d5;3.1 3.2 6.2 6.5
387000;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;Fels, Blockschutt;t1.5k3l5f2w1r2n2h3d5;3.1 3.2 3.3 6.5
388200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t1.5k4l4f2.5w1r4n2h3d3;3.3 6.5 7.1 8.2
389800;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k2l2f3.5w2r3n4h5d3;2.6 4.2 6.7 7.2
391000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l4f3.5w3r4n2h5d1;5.1 6.3 9.2 9.3
391700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechseltrocken;t3k4l4f2w2r4n2h3d5;3.2 6.2 6.7 7.3
392200;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2k4l4f2w2r4n2h3d5;3.2 6.5 9.1 9.2
394900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3.5w2r3n4h3d3;6.3 6.7 7.2 9.2
396100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2w1r3n2h3d3;6.2 6.7 7.4 9.1
396300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;sehr trocken;t4k5l5f1w1r4n2h3d5;3.1 6.2
396800;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2.5k4l4f1.5w1r2n2h3d3;3.1 3.2 3.3 6.5
399500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3.5w3r3n4h3d1;2.5 7.2 7.5 9.2
400600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2k2l4f4w2r3n3h5d1;6.5 7.1 8.2 9.1
401400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l2f2.5w1r3n3h5d3;7.4 9.1 9.2 9.3
402300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w1r3n3h3d3;2.6 7.4 9.1 9.2
402700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechseltrocken;t4k4l3f2w2r4n2h3d3;2.9 9.2 9.3
405400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;nährstoffreich;t2.5k4l3f3w1r4n4h5d3;2.6 7.2 9.1 9.2
406100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k2l4f3w3r3n3h5d1;6.2 6.3 9.1 9.2
406600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k4l4f1.5w1r4n2h3d3;3.2 6.2 9.1 9.3
406800;1;1;1;1;1;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f3.5w1r3n4h5d3;2.4 2.6 7.2 9.2
407100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k2l3f4w3r2n3h5d1;1.4 4.1 4.2 9.2
407805;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;
408095;0;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k2l2f3.5w3r2n4h3d1;
408100;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;Hochstaudenflur ;t2.5k2l2f3.5w3r3n4h3d1;2.6 7.2 8.1 9.2
409800;1;0;0;0;1;1;1;0;9;9;9;9;9;9;9;9;9;9;Hochstaudenflur;t2.5k2l3f3.5w1r2n3h5d1;7.2 8.1 9.1 9.2
410100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3.5w3r4n3h5d1;5.1 6.3 9.1 9.2
410900;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;;t4k2l2f3.5w2r4n3h5d3;7.2 7.4 9.2 9.3
411200;1;1;1;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;Oft auf Kalkschutt, in den Südalpen mittel;t4.5k2l3f3.5w1r4n3h3d3;2.6 7.4 9.2 9.3
411500;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t4k4l3f2w2r4n2h3d3;6.7 9.1 9.2 9.3
413600;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l2f2.5w3r4n2h3d3;2.9 9.1 9.2 9.3
415000;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;Auch in sehr trockenen Buchenwäldern;t4.5k4l3f1.5w2r4n2h3d3;6.2 6.7 9.1 9.3
415100;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l4f1.5w3r5n2h3d3;3.2 3.3 6.2 9.1
415300;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k2l3f2.5w1r2n2h5d3;6.7 7.1 7.4 9.2
415500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l3f4w3r4n3h5d1;4.2 7.2 8.1 9.2
417000;1;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselnass;t3.5k3l3f4.5w2r3n3h5d5;5.1 7.4 9.2
417200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;mässig wechselfeucht;t2k3l4f3w2r3n2h3d3;6.2 6.5 7.1 7.2
421200;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;;
421600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l4f3.5w3r4n2h5d1;4.1 5.1 6.5 7.1
422450;1;1;0;0;0;0;0;0;9;9;9;9;9;9;9;9;9;9;Verwildert;t5k1l3f3w3r3n3h3d3;2.9 9.2
423900;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l4f4.5w3r1n1h5d1;4.1 5.1 5.2 6.5
426000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f2.5w1r3n3h3d3;2.6 6.7 7.4 9.1
427500;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k4l3f2w2r3n2h3d3;6.7 7.4 9.1 9.3
430600;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t2.5k3l4f4w3r3n3h5d1;1.3 6.3 6.5 7.2
432000;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;Rohboden;t3k3l4f3.5w1r4n3h1d1;2.1 2.2 2.5 2.6
433400;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;stark wechselfeucht;t3.5kxl3f3.5w3r3n5h5dx;
434500;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;kalt;t1.5k3l3f3.5w2r1n2h5d1;3.2 6.5 7.1 9.1
434800;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2.5k3l2f3w3r1n2h5d1;6.5 7.1 9.1 9.2
434900;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;Hochmoor;t3.5k2l4f4w2r1n1h5d1;5.2 9.1
435000;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;Hochmoor;t3k2l3f4w2r1n2h5d1;5.2 7.1 9.1
435300;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t2k3l4f2.5w2r1n2h5d3;
435600;1;0;0;0;0;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k3l3f4.5w3r3n3h3d1;4.1 5.1 6.3 9.2
435700;1;0;1;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;;t2k3l3f3.5w1r5n2h3d5;3.2 3.3 6.5 9.1
435800;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4k3l3f4w3r4n3h5d1;2.6 6.3 7.2 9.2
436700;1;0;1;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;;t2.5k3l3f3w1r3n2h3d3;3.2 3.3 8.2 9.1
437800;0;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;;
437900;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;Hochstaudenflur ;t2.5k2l3f4w3r4n4h5d1;6.3 6.5 7.2 9.1
441700;1;0;0;0;0;0;0;1;9;9;9;9;9;9;9;9;9;9;;t1.5k4l4f2w1r3n2h3d5;3.1 3.2 6.5 7.1
442400;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k3l3f2w1r2n2h5d3;2.6 6.5 7.1 9.2
444100;1;1;1;1;1;1;1;0;9;9;9;9;9;9;9;9;9;9;luftfeucht ;t2.5k3l3f3.5w2r4n3h3d3;3.2 7.2 9.1 9.2
444300;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f2w1r4n2h3d3;7.4 9.1 9.2 9.3
447400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k3l3f3w1r3n3h3d3;
448400;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l2f3w1r4n3h3d3;2.3 2.7 6.7 9.2
448500;1;1;1;1;0;0;0;0;9;9;9;9;9;9;9;9;9;9;In den Südalpen sauer;t3.5k4l3f2.5w2r4n2h3d3;3.3 6.2 6.7 9.3
449100;1;0;0;0;1;1;1;1;9;9;9;9;9;9;9;9;9;9;luftfeucht, mässig wechselfeucht;t2k3l2f4w2r3n4h5d1;3.2 3.4 7.2 8.2
449250;0;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;;
449300;1;1;1;1;1;1;1;1;9;9;9;9;9;9;9;9;9;9;;t3k3l4f2.5w2r2n2h5d1;5.2 6.4 6.7 9.2
450300;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3.5k3l3f2.5w1r4n2h3d3;6.2 6.7 9.2 9.3
451600;1;1;1;1;1;1;0;0;9;9;9;9;9;9;9;9;9;9;;t3k2l2f3w1r3n3h3d3;9.1 9.2
451700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t3k4l3f2.5w3r2n3h5d1;6.5 7.1 9.1 9.2
452700;0;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;9;;t4.5k3l4f-w-r-n-h-d-;2.8 9.2
