NAISTYP_SORT;NAISTYP_C;ART;SISF_NR;VORH;update
1048;48G    ;K;143500;2;
1048;48G    ;K;152400;0;
1048;48G    ;K;165800;2;
1048;48G    ;K;173800;2;
1048;48G    ;K;179300;1;
1048;48G    ;K;179900;2;
1048;48G    ;K;188800;2;
1048;48G    ;K;193400;1;
1048;48G    ;K;202600;2;
1048;48G    ;K;207300;2;
1048;48G    ;K;207400;2;
1048;48G    ;K;208900;1;
1048;48G    ;K;213700;2;
1048;48G    ;K;221500;2;
1048;48G    ;K;226000;1;
1048;48G    ;K;240600;2;
1048;48G    ;K;241900;2;
1048;48G    ;K;246700;2;
1048;48G    ;K;248300;2;
1048;48G    ;K;249700;1;
1048;48G    ;K;251400;2;
1048;48G    ;K;252400;2;
1048;48G    ;K;256500;2;
1048;48G    ;K;256600;2;
1048;48G    ;K;259800;2;
1048;48G    ;K;262900;2;
1048;48G    ;K;265700;2;
1048;48G    ;K;282400;2;
1048;48G    ;K;287300;2;
1048;48G    ;K;292600;2;
1048;48G    ;K;298400;2;
1048;48G    ;K;302400;1;
1048;48G    ;K;313700;2;
1048;48G    ;K;316400;2;
1048;48G    ;K;316500;2;
1048;48G    ;K;316800;2;
1048;48G    ;K;325200;1;
1048;48G    ;K;326000;1;
1048;48G    ;K;345400;2;
1048;48G    ;K;357400;2;
1048;48G    ;K;367300;2;
1048;48G    ;K;369100;2;
1048;48G    ;K;372800;2;
1048;48G    ;K;375400;2;
1048;48G    ;K;392200;2;
1048;48G    ;K;401400;2;
1048;48G    ;K;434800;1;
1048;48G    ;K;435300;2;
1048;48G    ;K;435700;2;
1048;48G    ;K;436700;2;
1048;48G    ;K;437900;2;
1048;48G    ;K;444100;2;
1048;48G    ;K;449100;1;
1048;48G    ;K;451600;2;
1048;48G    ;M;1000146;1;
1048;48G    ;M;1000171;1;
1048;48G    ;M;1000214;1;
1048;48G    ;M;1000283;1;
1048;48G    ;M;1000284;1;
1048;48G    ;M;1000289;1;
1048;48G    ;M;1000301;1;
1048;48G    ;M;1000427;1;
1048;48G    ;M;1000434;1;
1048;48G    ;M;1000447;1;
1048;48G    ;M;1000473;1;
1048;48G    ;M;1000499;1;
1048;48G    ;M;1000577;1;
1048;48G    ;M;1000585;1;
1048;48G    ;S;25400;2;
1048;48G    ;S;119700;2;
1048;48G    ;S;121600;1;
1048;48G    ;S;122200;0;
1048;48G    ;S;133600;2;
1048;48G    ;S;243400;1;
1048;48G    ;S;243900;1;
1048;48G    ;S;244200;1;
1048;48G    ;S;343400;2;
1048;48G    ;S;343500;2;
1048;48G    ;S;346000;0;
1048;48G    ;S;346300;0;
1048;48G    ;S;349500;1;
1048;48G    ;S;353100;2;
1048;48G    ;S;354400;1;
1048;48G    ;S;357400;0;
1048;48G    ;S;368400;1;
1050;50G    ;B;100;1;
1050;50G    ;B;300;0;
1050;50G    ;B;600;0;
1050;50G    ;B;700;0;
1050;50G    ;B;800;2;
1050;50G    ;B;25200;0;
1050;50G    ;B;25300;3;
1050;50G    ;B;25400;0;
1050;50G    ;B;60400;3;
1050;50G    ;B;96900;0;
1050;50G    ;B;97200;0;
1050;50G    ;B;165000;0;
1050;50G    ;B;174200;3;
1050;50G    ;B;217500;0;
1050;50G    ;B;227200;3;
1050;50G    ;B;287100;;delete
1050;50G    ;B;302800;1;
1050;50G    ;B;304900;0;
1050;50G    ;B;305800;0;
1050;50G    ;B;306100;0;
1050;50G    ;B;317100;0;
1050;50G    ;B;317300;0;
1050;50G    ;B;317500;3;
1050;50G    ;B;328400;0;
1050;50G    ;B;335900;0;
1050;50G    ;B;336000;0;
1050;50G    ;B;336100;0;
1050;50G    ;B;346500;;delete
1050;50G    ;B;362800;0;
1050;50G    ;B;363700;3;
1050;50G    ;B;402200;3;
1050;50G    ;B;402300;2;
1050;50G    ;B;402500;0;
1050;50G    ;B;413600;0;
1050;50G    ;B;421400;0;
1050;50G    ;B;421500;0;
1050;50G    ;B;432800;0;
1050;50G    ;K;1600;2;
1050;50G    ;K;3000;1;
1050;50G    ;K;4895;0;
1050;50G    ;K;5200;2;
1050;50G    ;K;5400;1;
1050;50G    ;K;10400;2;
1050;50G    ;K;38700;2;
1050;50G    ;K;52000;0;
1050;50G    ;K;55600;2;
1050;50G    ;K;55700;1;
1050;50G    ;K;57400;2;
1050;50G    ;K;62500;2;
1050;50G    ;K;64200;2;
1050;50G    ;K;71500;2;
1050;50G    ;K;86100;2;
1050;50G    ;K;94700;2;
1050;50G    ;K;106700;1;
1050;50G    ;K;107100;0;
1050;50G    ;K;112500;2;
1050;50G    ;K;112800;1;
1050;50G    ;K;113500;2;
1050;50G    ;K;124300;2;
1050;50G    ;K;132600;0;
1050;50G    ;K;132650;2;
1050;50G    ;K;134800;2;
1050;50G    ;K;143300;2;
1050;50G    ;K;143500;2;
1050;50G    ;K;150600;2;
1050;50G    ;K;165800;2;
1050;50G    ;K;173800;2;
1050;50G    ;K;179300;1;
1050;50G    ;K;189300;2;
1050;50G    ;K;189600;2;
1050;50G    ;K;189700;2;
1050;50G    ;K;193400;2;
1050;50G    ;K;202600;2;
1050;50G    ;K;207300;2;
1050;50G    ;K;208900;2;
1050;50G    ;K;213700;2;
1050;50G    ;K;221500;2;
1050;50G    ;K;226000;1;
1050;50G    ;K;246700;2;
1050;50G    ;K;247300;2;
1050;50G    ;K;248300;2;
1050;50G    ;K;249700;2;
1050;50G    ;K;251400;2;
1050;50G    ;K;252400;1;
1050;50G    ;K;256600;2;
1050;50G    ;K;259800;2;
1050;50G    ;K;263700;2;
1050;50G    ;K;270100;2;
1050;50G    ;K;287300;1;
1050;50G    ;K;292600;1;
1050;50G    ;K;295700;2;
1050;50G    ;K;297200;2;
1050;50G    ;K;301900;2;
1050;50G    ;K;302400;1;
1050;50G    ;K;313700;2;
1050;50G    ;K;325200;1;
1050;50G    ;K;326000;1;
1050;50G    ;K;336500;2;
1050;50G    ;K;339300;1;
1050;50G    ;K;340300;2;
1050;50G    ;K;359300;2;
1050;50G    ;K;369100;2;
1050;50G    ;K;375400;1;
1050;50G    ;K;389800;2;
1050;50G    ;K;400600;2;
1050;50G    ;K;401400;2;
1050;50G    ;K;408100;1;
1050;50G    ;K;409800;2;
1050;50G    ;K;434800;1;
1050;50G    ;K;435300;2;
1050;50G    ;K;435700;2;
1050;50G    ;K;436700;2;
1050;50G    ;K;437900;1;
1050;50G    ;K;444100;1;
1050;50G    ;K;449100;1;
1050;50G    ;K;451600;1;
1050;50G    ;M;1000155;2;
1050;50G    ;M;1000171;2;
1050;50G    ;M;1000214;2;
1050;50G    ;M;1000283;2;
1050;50G    ;M;1000284;2;
1050;50G    ;M;1000289;2;
1050;50G    ;M;1000301;2;
1050;50G    ;M;1000427;2;
1050;50G    ;M;1000434;2;
1050;50G    ;M;1000447;2;
1050;50G    ;M;1000473;2;
1050;50G    ;M;1000499;2;
1050;50G    ;S;25400;1;
1050;50G    ;S;59200;0;
1050;50G    ;S;121600;2;
1050;50G    ;S;122200;0;
1050;50G    ;S;133600;2;
1050;50G    ;S;224200;;delete
1050;50G    ;S;243400;1;
1050;50G    ;S;243900;1;
1050;50G    ;S;244200;1;
1050;50G    ;S;305500;2;
1050;50G    ;S;346000;0;
1050;50G    ;S;346200;0;
1050;50G    ;S;346300;0;
1050;50G    ;S;349500;1;
1050;50G    ;S;354400;1;
1050;50G    ;S;368300;0;
1050;50G    ;S;368400;1;
1051;51G    ;B;100;1;
1051;51G    ;B;300;0;
1051;51G    ;B;600;0;
1051;51G    ;B;700;0;
1051;51G    ;B;800;3;
1051;51G    ;B;25200;0;
1051;51G    ;B;25300;3;
1051;51G    ;B;25400;0;
1051;51G    ;B;60400;3;
1051;51G    ;B;96900;0;
1051;51G    ;B;97200;0;
1051;51G    ;B;165000;0;
1051;51G    ;B;174200;3;
1051;51G    ;B;217500;0;
1051;51G    ;B;227200;3;
1051;51G    ;B;287100;;delete
1051;51G    ;B;302800;1;
1051;51G    ;B;304900;0;
1051;51G    ;B;305800;0;
1051;51G    ;B;306100;0;
1051;51G    ;B;317100;0;
1051;51G    ;B;317300;0;
1051;51G    ;B;317500;3;
1051;51G    ;B;328400;0;
1051;51G    ;B;335900;0;
1051;51G    ;B;336000;0;
1051;51G    ;B;336100;0;
1051;51G    ;B;346500;;delete
1051;51G    ;B;362800;0;
1051;51G    ;B;363700;3;
1051;51G    ;B;402200;3;
1051;51G    ;B;402300;2;
1051;51G    ;B;402500;0;
1051;51G    ;B;413600;0;
1051;51G    ;B;421400;0;
1051;51G    ;B;421500;0;
1051;51G    ;B;432800;0;
1051;51G    ;K;5200;2;
1051;51G    ;K;10400;2;
1051;51G    ;K;55700;1;
1051;51G    ;K;57400;2;
1051;51G    ;K;62500;2;
1051;51G    ;K;64200;2;
1051;51G    ;K;86100;2;
1051;51G    ;K;94700;2;
1051;51G    ;K;132600;0;
1051;51G    ;K;132650;2;
1051;51G    ;K;143100;2;
1051;51G    ;K;143300;2;
1051;51G    ;K;143500;1;
1051;51G    ;K;165800;2;
1051;51G    ;K;173800;2;
1051;51G    ;K;179300;2;
1051;51G    ;K;179900;1;
1051;51G    ;K;193400;2;
1051;51G    ;K;202600;2;
1051;51G    ;K;207300;1;
1051;51G    ;K;207400;2;
1051;51G    ;K;208900;2;
1051;51G    ;K;226000;1;
1051;51G    ;K;246700;2;
1051;51G    ;K;247300;1;
1051;51G    ;K;248300;1;
1051;51G    ;K;249700;2;
1051;51G    ;K;251400;2;
1051;51G    ;K;252400;2;
1051;51G    ;K;256600;1;
1051;51G    ;K;259800;2;
1051;51G    ;K;265700;2;
1051;51G    ;K;270100;2;
1051;51G    ;K;282400;2;
1051;51G    ;K;287300;1;
1051;51G    ;K;292600;2;
1051;51G    ;K;300800;2;
1051;51G    ;K;302400;1;
1051;51G    ;K;313700;2;
1051;51G    ;K;316500;0;
1051;51G    ;K;325200;1;
1051;51G    ;K;369100;1;
1051;51G    ;K;372800;2;
1051;51G    ;K;389800;1;
1051;51G    ;K;401400;2;
1051;51G    ;K;415300;2;
1051;51G    ;K;434800;1;
1051;51G    ;K;435300;2;
1051;51G    ;K;435700;2;
1051;51G    ;K;437900;2;
1051;51G    ;K;442400;1;
1051;51G    ;K;444100;1;
1051;51G    ;K;449100;1;
1051;51G    ;K;451600;1;
1051;51G    ;M;1000155;2;
1051;51G    ;M;1000171;2;
1051;51G    ;M;1000214;2;
1051;51G    ;M;1000283;2;
1051;51G    ;M;1000289;2;
1051;51G    ;M;1000301;2;
1051;51G    ;M;1000427;2;
1051;51G    ;M;1000434;2;
1051;51G    ;M;1000447;2;
1051;51G    ;M;1000499;2;
1051;51G    ;M;1000577;2;
1051;51G    ;S;25400;1;
1051;51G    ;S;59200;2;
1051;51G    ;S;67700;0;
1051;51G    ;S;116400;2;
1051;51G    ;S;121600;1;
1051;51G    ;S;122200;0;
1051;51G    ;S;122400;0;
1051;51G    ;S;133600;2;
1051;51G    ;S;220400;;delete
1051;51G    ;S;243400;1;
1051;51G    ;S;243900;1;
1051;51G    ;S;244200;1;
1051;51G    ;S;349500;1;
1051;51G    ;S;353100;1;
1051;51G    ;S;354400;1;
1051;51G    ;S;368400;1;
1051;51G    ;S;444300;1;
1053;53G    ;B;800;3;
1053;53G    ;B;60400;3;
1053;53G    ;B;227200;3;
1053;53G    ;B;302800;1;
1053;53G    ;B;305500;2;
1053;53G    ;B;305800;3;
1053;53G    ;B;306100;3;
1053;53G    ;B;317500;3;
1053;53G    ;B;363700;3;
1053;53G    ;B;402200;2;
1053;53G    ;B;402300;2;
1053;53G    ;K;5500;2;
1053;53G    ;K;10400;2;
1053;53G    ;K;35200;2;
1053;53G    ;K;52000;2;
1053;53G    ;K;55700;2;
1053;53G    ;K;57400;2;
1053;53G    ;K;63900;0;
1053;53G    ;K;64000;2;
1053;53G    ;K;64200;2;
1053;53G    ;K;68600;1;
1053;53G    ;K;71400;1;
1053;53G    ;K;71500;0;
1053;53G    ;K;75200;2;
1053;53G    ;K;78800;2;
1053;53G    ;K;79600;2;
1053;53G    ;K;81595;1;
1053;53G    ;K;81600;0;
1053;53G    ;K;83100;2;
1053;53G    ;K;86100;2;
1053;53G    ;K;87200;2;
1053;53G    ;K;87500;1;
1053;53G    ;K;90300;2;
1053;53G    ;K;99200;2;
1053;53G    ;K;132600;0;
1053;53G    ;K;132650;2;
1053;53G    ;K;143300;2;
1053;53G    ;K;149600;2;
1053;53G    ;K;149660;2;
1053;53G    ;K;152400;1;
1053;53G    ;K;173800;2;
1053;53G    ;K;179300;2;
1053;53G    ;K;179900;2;
1053;53G    ;K;182700;2;
1053;53G    ;K;191200;2;
1053;53G    ;K;193500;2;
1053;53G    ;K;197900;2;
1053;53G    ;K;202600;2;
1053;53G    ;K;207300;1;
1053;53G    ;K;221500;2;
1053;53G    ;K;227700;1;
1053;53G    ;K;244400;2;
1053;53G    ;K;247300;2;
1053;53G    ;K;248300;2;
1053;53G    ;K;252400;2;
1053;53G    ;K;256600;1;
1053;53G    ;K;256900;1;
1053;53G    ;K;259100;2;
1053;53G    ;K;263300;2;
1053;53G    ;K;263700;2;
1053;53G    ;K;270100;2;
1053;53G    ;K;286800;2;
1053;53G    ;K;287300;2;
1053;53G    ;K;292700;0;
1053;53G    ;K;302400;2;
1053;53G    ;K;312700;1;
1053;53G    ;K;322400;2;
1053;53G    ;K;324700;2;
1053;53G    ;K;325200;2;
1053;53G    ;K;327900;2;
1053;53G    ;K;345300;2;
1053;53G    ;K;345400;2;
1053;53G    ;K;357400;2;
1053;53G    ;K;377100;2;
1053;53G    ;K;392200;1;
1053;53G    ;K;406100;2;
1053;53G    ;K;417200;2;
1053;53G    ;K;421600;2;
1053;53G    ;K;430600;0;
1053;53G    ;K;434800;1;
1053;53G    ;K;435300;2;
1053;53G    ;K;435700;1;
1053;53G    ;K;436700;1;
1053;53G    ;K;444100;2;
1053;53G    ;K;449100;0;
1053;53G    ;K;451600;2;
1053;53G    ;M;1000146;2;
1053;53G    ;M;1000171;2;
1053;53G    ;M;1000283;2;
1053;53G    ;M;1000289;2;
1053;53G    ;M;1000434;2;
1053;53G    ;M;1000447;2;
1053;53G    ;M;1000499;2;
1053;53G    ;M;1000577;2;
1053;53G    ;M;1000585;2;
1053;53G    ;S;25400;2;
1053;53G    ;S;29300;2;
1053;53G    ;S;59200;1;
1053;53G    ;S;116400;2;
1053;53G    ;S;121600;1;
1053;53G    ;S;121800;2;
1053;53G    ;S;122000;2;
1053;53G    ;S;133600;1;
1053;53G    ;S;174000;2;
1053;53G    ;S;220400;;delete
1053;53G    ;S;220700;1;
1053;53G    ;S;224200;;delete
1053;53G    ;S;224300;2;
1053;53G    ;S;243400;1;
1053;53G    ;S;243900;1;
1053;53G    ;S;244200;1;
1053;53G    ;S;343400;1;
1053;53G    ;S;343500;2;
1053;53G    ;S;349500;1;
1053;53G    ;S;354400;1;
1053;53G    ;S;368400;1;
1053;53G    ;S;402400;1;
1053;53G    ;S;444300;1;
1053.1;53*G   ;B;60400;3;
1053.1;53*G   ;B;227200;2;
1053.1;53*G   ;B;302800;1;
1053.1;53*G   ;B;305500;2;
1053.1;53*G   ;B;305800;3;
1053.1;53*G   ;B;306100;1;
1053.1;53*G   ;B;317500;3;
1053.1;53*G   ;B;328400;0;
1053.1;53*G   ;B;335900;0;
1053.1;53*G   ;B;363700;3;
1053.1;53*G   ;B;402200;2;
1053.1;53*G   ;B;402300;3;
1053.1;53*G   ;K;10400;0;
1053.1;53*G   ;K;52000;2;
1053.1;53*G   ;K;63900;0;
1053.1;53*G   ;K;64000;2;
1053.1;53*G   ;K;64200;0;
1053.1;53*G   ;K;68600;2;
1053.1;53*G   ;K;71400;1;
1053.1;53*G   ;K;71500;0;
1053.1;53*G   ;K;75200;2;
1053.1;53*G   ;K;76800;1;
1053.1;53*G   ;K;77100;2;
1053.1;53*G   ;K;81595;2;
1053.1;53*G   ;K;81600;0;
1053.1;53*G   ;K;83100;1;
1053.1;53*G   ;K;86100;2;
1053.1;53*G   ;K;87200;0;
1053.1;53*G   ;K;87500;2;
1053.1;53*G   ;K;88800;1;
1053.1;53*G   ;K;90300;1;
1053.1;53*G   ;K;91200;2;
1053.1;53*G   ;K;114300;2;
1053.1;53*G   ;K;116000;2;
1053.1;53*G   ;K;132600;0;
1053.1;53*G   ;K;132650;0;
1053.1;53*G   ;K;149600;1;
1053.1;53*G   ;K;149660;0;
1053.1;53*G   ;K;152400;1;
1053.1;53*G   ;K;159800;2;
1053.1;53*G   ;K;173800;2;
1053.1;53*G   ;K;182700;2;
1053.1;53*G   ;K;192800;2;
1053.1;53*G   ;K;193300;2;
1053.1;53*G   ;K;197900;1;
1053.1;53*G   ;K;202600;2;
1053.1;53*G   ;K;206300;2;
1053.1;53*G   ;K;207300;0;
1053.1;53*G   ;K;221500;2;
1053.1;53*G   ;K;227400;0;
1053.1;53*G   ;K;244400;2;
1053.1;53*G   ;K;247300;2;
1053.1;53*G   ;K;248300;2;
1053.1;53*G   ;K;256500;1;
1053.1;53*G   ;K;256600;1;
1053.1;53*G   ;K;256900;1;
1053.1;53*G   ;K;263300;2;
1053.1;53*G   ;K;265700;2;
1053.1;53*G   ;K;286800;2;
1053.1;53*G   ;K;297100;2;
1053.1;53*G   ;K;308400;2;
1053.1;53*G   ;K;312700;1;
1053.1;53*G   ;K;322400;0;
1053.1;53*G   ;K;327900;2;
1053.1;53*G   ;K;345300;0;
1053.1;53*G   ;K;357400;2;
1053.1;53*G   ;K;392200;1;
1053.1;53*G   ;K;415000;2;
1053.1;53*G   ;K;421200;2;
1053.1;53*G   ;K;426000;2;
1053.1;53*G   ;K;434800;1;
1053.1;53*G   ;K;435300;1;
1053.1;53*G   ;K;435700;1;
1053.1;53*G   ;K;436700;2;
1053.1;53*G   ;K;442400;2;
1053.1;53*G   ;K;449100;2;
1053.1;53*G   ;K;450300;0;
1053.1;53*G   ;K;451600;2;
1053.1;53*G   ;M;1000146;1;
1053.1;53*G   ;M;1000155;1;
1053.1;53*G   ;M;1000171;1;
1053.1;53*G   ;M;1000283;1;
1053.1;53*G   ;M;1000289;1;
1053.1;53*G   ;M;1000434;1;
1053.1;53*G   ;M;1000447;1;
1053.1;53*G   ;M;1000499;1;
1053.1;53*G   ;M;1000585;1;
1053.1;53*G   ;S;29300;1;
1053.1;53*G   ;S;59200;1;
1053.1;53*G   ;S;116400;2;
1053.1;53*G   ;S;119700;1;
1053.1;53*G   ;S;121600;1;
1053.1;53*G   ;S;121800;2;
1053.1;53*G   ;S;122000;1;
1053.1;53*G   ;S;122400;1;
1053.1;53*G   ;S;133600;2;
1053.1;53*G   ;S;159000;2;
1053.1;53*G   ;S;174000;2;
1053.1;53*G   ;S;220400;;delete
1053.1;53*G   ;S;224200;;delete
1053.1;53*G   ;S;224300;2;
1053.1;53*G   ;S;238100;1;
1053.1;53*G   ;S;243400;2;
1053.1;53*G   ;S;243900;2;
1053.1;53*G   ;S;244200;1;
1053.1;53*G   ;S;330300;2;
1053.1;53*G   ;S;343500;2;
1053.1;53*G   ;S;347800;2;
1053.1;53*G   ;S;349500;1;
1053.1;53*G   ;S;353100;2;
1053.1;53*G   ;S;354400;2;
1053.1;53*G   ;S;444300;1;
1055.1;55*G   ;B;60400;3;
1055.1;55*G   ;B;227200;2;
1055.1;55*G   ;B;302800;1;
1055.1;55*G   ;B;305500;2;
1055.1;55*G   ;B;305800;3;
1055.1;55*G   ;B;306100;2;
1055.1;55*G   ;B;317500;3;
1055.1;55*G   ;B;363700;3;
1055.1;55*G   ;B;402200;3;
1055.1;55*G   ;B;402300;3;
1055.1;55*G   ;K;35400;2;
1055.1;55*G   ;K;45700;2;
1055.1;55*G   ;K;55700;2;
1055.1;55*G   ;K;57400;1;
1055.1;55*G   ;K;63900;0;
1055.1;55*G   ;K;64000;0;
1055.1;55*G   ;K;71500;1;
1055.1;55*G   ;K;73600;1;
1055.1;55*G   ;K;74700;2;
1055.1;55*G   ;K;90300;1;
1055.1;55*G   ;K;107100;2;
1055.1;55*G   ;K;116000;0;
1055.1;55*G   ;K;143500;2;
1055.1;55*G   ;K;168600;2;
1055.1;55*G   ;K;173800;2;
1055.1;55*G   ;K;177100;2;
1055.1;55*G   ;K;179900;2;
1055.1;55*G   ;K;193400;2;
1055.1;55*G   ;K;197900;2;
1055.1;55*G   ;K;202600;1;
1055.1;55*G   ;K;207300;2;
1055.1;55*G   ;K;227500;2;
1055.1;55*G   ;K;229700;2;
1055.1;55*G   ;K;244400;2;
1055.1;55*G   ;K;246900;2;
1055.1;55*G   ;K;247300;1;
1055.1;55*G   ;K;248300;2;
1055.1;55*G   ;K;256500;1;
1055.1;55*G   ;K;256600;1;
1055.1;55*G   ;K;263300;2;
1055.1;55*G   ;K;265700;2;
1055.1;55*G   ;K;269700;2;
1055.1;55*G   ;K;300800;1;
1055.1;55*G   ;K;310500;1;
1055.1;55*G   ;K;312700;2;
1055.1;55*G   ;K;316400;2;
1055.1;55*G   ;K;325200;2;
1055.1;55*G   ;K;372800;2;
1055.1;55*G   ;K;396100;2;
1055.1;55*G   ;K;396800;1;
1055.1;55*G   ;K;401400;2;
1055.1;55*G   ;K;434800;1;
1055.1;55*G   ;K;435300;1;
1055.1;55*G   ;K;442400;1;
1055.1;55*G   ;K;444100;2;
1055.1;55*G   ;M;1000155;1;
1055.1;55*G   ;M;1000171;1;
1055.1;55*G   ;M;1000265;1;
1055.1;55*G   ;M;1000283;1;
1055.1;55*G   ;M;1000289;1;
1055.1;55*G   ;M;1000434;1;
1055.1;55*G   ;M;1000447;1;
1055.1;55*G   ;M;1000499;1;
1055.1;55*G   ;S;29300;1;
1055.1;55*G   ;S;59200;2;
1055.1;55*G   ;S;121600;1;
1055.1;55*G   ;S;122000;2;
1055.1;55*G   ;S;220400;;delete
1055.1;55*G   ;S;224300;2;
1055.1;55*G   ;S;243900;2;
1055.1;55*G   ;S;244200;2;
1055.1;55*G   ;S;349500;1;
1055.1;55*G   ;S;354400;1;
1055.1;55*G   ;S;368400;1;
1057.000002;57BlG  ;B;25400;2;
1057.000002;57BlG  ;B;60400;3;
1057.000002;57BlG  ;B;60500;;delete
1057.000002;57BlG  ;B;227200;3;
1057.000002;57BlG  ;B;302800;1;
1057.000002;57BlG  ;B;304900;3;
1057.000002;57BlG  ;B;305500;2;
1057.000002;57BlG  ;B;305800;3;
1057.000002;57BlG  ;B;317500;3;
1057.000002;57BlG  ;B;363700;3;
1057.000002;57BlG  ;B;402300;2;
1057.000002;57BlG  ;K;55700;2;
1057.000002;57BlG  ;K;57400;2;
1057.000002;57BlG  ;K;62500;2;
1057.000002;57BlG  ;K;71500;2;
1057.000002;57BlG  ;K;143100;2;
1057.000002;57BlG  ;K;143300;1;
1057.000002;57BlG  ;K;179900;2;
1057.000002;57BlG  ;K;193400;1;
1057.000002;57BlG  ;K;207300;1;
1057.000002;57BlG  ;K;208900;1;
1057.000002;57BlG  ;K;221500;2;
1057.000002;57BlG  ;K;240600;2;
1057.000002;57BlG  ;K;241900;1;
1057.000002;57BlG  ;K;246700;2;
1057.000002;57BlG  ;K;248300;2;
1057.000002;57BlG  ;K;249700;1;
1057.000002;57BlG  ;K;252400;2;
1057.000002;57BlG  ;K;256600;2;
1057.000002;57BlG  ;K;262900;2;
1057.000002;57BlG  ;K;263700;2;
1057.000002;57BlG  ;K;287300;2;
1057.000002;57BlG  ;K;298400;2;
1057.000002;57BlG  ;K;316400;2;
1057.000002;57BlG  ;K;325200;2;
1057.000002;57BlG  ;K;345300;2;
1057.000002;57BlG  ;K;345400;2;
1057.000002;57BlG  ;K;357400;2;
1057.000002;57BlG  ;K;372800;2;
1057.000002;57BlG  ;K;386700;1;
1057.000002;57BlG  ;K;434800;1;
1057.000002;57BlG  ;K;435300;2;
1057.000002;57BlG  ;K;436700;2;
1057.000002;57BlG  ;M;1000171;2;
1057.000002;57BlG  ;M;1000283;1;
1057.000002;57BlG  ;M;1000284;1;
1057.000002;57BlG  ;M;1000301;2;
1057.000002;57BlG  ;M;1000427;1;
1057.000002;57BlG  ;M;1000434;2;
1057.000002;57BlG  ;M;1000447;2;
1057.000002;57BlG  ;M;1000448;2;
1057.000002;57BlG  ;M;1000473;1;
1057.000002;57BlG  ;M;1000499;2;
1057.000002;57BlG  ;M;1000544;1;
1057.000002;57BlG  ;M;1000577;2;
1057.000002;57BlG  ;M;2000001;2;
1057.000002;57BlG  ;M;2000002;2;
1057.000002;57BlG  ;M;2000004;2;
1057.000002;57BlG  ;S;220700;2;
1057.000002;57BlG  ;S;243400;2;
1057.000002;57BlG  ;S;243500;2;
1057.000002;57BlG  ;S;243900;1;
1057.000002;57BlG  ;S;349500;1;
1057.000002;57BlG  ;S;354400;2;
1057.000002;57BlG  ;S;368400;2;
1057.000002;57BlG  ;S;402400;2;
1057.000002;57BlG  ;S;444300;2;
1057.00002;57CG   ;B;25400;2;
1057.00002;57CG   ;B;60400;3;
1057.00002;57CG   ;B;60500;;delete
1057.00002;57CG   ;B;227200;3;
1057.00002;57CG   ;B;302800;1;
1057.00002;57CG   ;B;304900;3;
1057.00002;57CG   ;B;305500;2;
1057.00002;57CG   ;B;305800;3;
1057.00002;57CG   ;B;317500;3;
1057.00002;57CG   ;B;363700;3;
1057.00002;57CG   ;B;402300;2;
1057.00002;57CG   ;K;55700;2;
1057.00002;57CG   ;K;57400;1;
1057.00002;57CG   ;K;62500;2;
1057.00002;57CG   ;K;71500;1;
1057.00002;57CG   ;K;107100;2;
1057.00002;57CG   ;K;143300;1;
1057.00002;57CG   ;K;193400;2;
1057.00002;57CG   ;K;202600;2;
1057.00002;57CG   ;K;207300;1;
1057.00002;57CG   ;K;208900;2;
1057.00002;57CG   ;K;241900;2;
1057.00002;57CG   ;K;246700;2;
1057.00002;57CG   ;K;247300;2;
1057.00002;57CG   ;K;248300;1;
1057.00002;57CG   ;K;249700;2;
1057.00002;57CG   ;K;252400;2;
1057.00002;57CG   ;K;256600;1;
1057.00002;57CG   ;K;282400;2;
1057.00002;57CG   ;K;287300;1;
1057.00002;57CG   ;K;297200;1;
1057.00002;57CG   ;K;325200;2;
1057.00002;57CG   ;K;345300;2;
1057.00002;57CG   ;K;434800;1;
1057.00002;57CG   ;K;435300;1;
1057.00002;57CG   ;K;449100;2;
1057.00002;57CG   ;M;1000171;1;
1057.00002;57CG   ;M;1000283;1;
1057.00002;57CG   ;M;1000284;1;
1057.00002;57CG   ;M;1000427;1;
1057.00002;57CG   ;M;1000434;1;
1057.00002;57CG   ;M;1000447;1;
1057.00002;57CG   ;M;1000473;1;
1057.00002;57CG   ;M;1000499;1;
1057.00002;57CG   ;S;59200;2;
1057.00002;57CG   ;S;121600;2;
1057.00002;57CG   ;S;220700;2;
1057.00002;57CG   ;S;243900;1;
1057.00002;57CG   ;S;354400;1;
1057.00002;57CG   ;S;368400;1;
1057.00014;57VG   ;B;25400;2;
1057.00014;57VG   ;B;60400;3;
1057.00014;57VG   ;B;60500;;delete
1057.00014;57VG   ;B;227200;2;
1057.00014;57VG   ;B;302800;1;
1057.00014;57VG   ;B;304900;3;
1057.00014;57VG   ;B;305500;2;
1057.00014;57VG   ;B;305800;3;
1057.00014;57VG   ;B;317500;3;
1057.00014;57VG   ;B;363700;3;
1057.00014;57VG   ;B;402200;3;
1057.00014;57VG   ;B;402300;2;
1057.00014;57VG   ;K;55700;2;
1057.00014;57VG   ;K;57400;1;
1057.00014;57VG   ;K;62500;1;
1057.00014;57VG   ;K;71500;1;
1057.00014;57VG   ;K;143300;1;
1057.00014;57VG   ;K;193400;2;
1057.00014;57VG   ;K;202600;2;
1057.00014;57VG   ;K;207300;1;
1057.00014;57VG   ;K;208900;1;
1057.00014;57VG   ;K;240600;2;
1057.00014;57VG   ;K;241900;1;
