regions;heightLevel;forestType;slope;condition;targets;tannenareal;standortsregion;relief;targetHeight
R,J,M,1,2,3 osa bis co;obersubalpin;59;> als 60% ;Boden normal;57C;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59;> als 60% ;Boden normal;57C;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59;< als 60% ;Boden normal;57V;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59;< als 60% ;Boden normal;57V;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59Lä;> als 60% ;Boden normal;57CLä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59Lä;> als 60% ;Boden normal;57CLä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59Lä;< als 60% ;Boden normal;57VLä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59Lä;< als 60% ;Boden normal;57VLä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59;< als 60% ;extrem blockig;57Bl;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59;> als 60% ;extrem blockig;57Bl;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59A;;normal;60;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59A;;bei Lawinenzug;60Lä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59C;;;58Bl;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59E;;;53*s;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59H;;;57VM;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;;;;57VM;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59L;;;58L;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59LLä;;;58LLä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59R;;;59R;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59V;;;57M;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59VLä;> als 60% ;;57CLä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;59VLä;< als 60% ;;57VLä;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;67;;;67;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;;;;67;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;69;;;69;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;70;;;70;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;71;;;71;;;;subalpin
R,J,M,1,2,3 osa bis co;obersubalpin;AV;;;AV;;;;subalpin
R,J,M,1,2,3 osa bis co;subalpin;57C;;;55;Reliktareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57C;;;51;Haupt- oder Nebenareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57V;;normal;46M;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57V;;Boden verdichtet;46;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57CLä;;;55;Reliktareal ;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57CLä;;;51;Haupt- oder Nebenareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57VLä;;normal;46M;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57VLä;;Boden verdichtet;46;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57Bl;;normal;48;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57Bl;;normal;48;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57Bl;;schattig, kühl, grosse Blöcke;57Bl;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57BlTa;;;48;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60;;;50;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60Lä;;;50;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;58Bl;;normal;47H;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;58Bl;;trocken, extrem blockig, kühl;58Bl;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;53*s;;;53*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57VM;;;51;Haupt- oder Nebenareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57VM;;;51Re;Reliktareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;58L;;;55*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;58LLä;;;55*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;59R;;;59R;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57M;;;55;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57CLä;;;55;Reliktareal ;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57CLä;;;51;Haupt- oder Nebenareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57VLä;;normal;46M;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57VLä;;Boden verdichtet;46;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;67;;;67;;M, J, 1;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;67;;;65*;;2, 3;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;69;;;69;;M, J, 1;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;69;;;65;;2, 3;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;70;;;70;;M, J, 1;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;70;;;68;;2;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;70;;;68*;;3;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;71;;;71;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;AV;;;50;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;23;;;23;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;24*;;;24*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;27*;;;27*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;32S;;;32V;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;49*;;;49*Ta;Haupt- und Nebenareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;49*;;;49*;Reliktareal;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;53;;;53Ta;;M, J, 1, 2a;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;53;;;53*;;2b, 3;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;53Ta;;;53Ta;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;53Lä;;;53Lä;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;53A;;;52;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;57S;;;46*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;58;;;55*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;58Lä;;;55*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;58C;;;55*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60A;;;50;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60ALä;;;50;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60E;;;49;;M, J, 1, 2a;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60E;;;49*;;2b, 3;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60*;> 70%;;60*Ta;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60*;< 70%;;50*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60*Lä;> 70%;;60*Lä;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60*Lä;< 70%;;50*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60*Ta;> 70%;;60*Ta;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;60*Ta;< 70%;;50*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;72;;;57Bl;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;72Lä;;;57Bl;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;66PM;;;32V;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;67*;;;65*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;47*;;;47*;;;;hochmontan
R,J,M,1,2,3 osa bis co;subalpin;47*Lä;;;47*;;;;hochmontan
R,J,M,1,2,3 osa bis co;hochmontan;55;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;18;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46M;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46;< 20%;;46;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46;> 20%;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;18;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46M;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46;< 20%;;46;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46;> 20%;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;48;;normal;22;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;48;;normal;22;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;48;;schattig, kühl;48;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;57Bl;;normal;48;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;57Bl;;schattig, kühl, grosse Blöcke;57Bl;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;48;;;22;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;47H;;;47H;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;58Bl;;;48;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;53*;;;53Ta;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;18;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51Re;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51Re;;;18;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55*;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55*;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;59R;;;48;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51;;;18;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46M;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46;< 20%;;46;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46;> 20%;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;67;;;65;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;65*;;;65*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;69;;;65;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;65;;;65;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;70;;;68;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;68;;;68;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;68*;;;68;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;71;;;71;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;AV;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;23;;;23;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;24*;;;24*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;27*;< 20%;;27h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;27*;> 20%;;26h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;32V;;;32V;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49*Ta;< 20%;;27h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49*Ta;> 20%;;26h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49*;> 20%;;26h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49*;< 20%;;27h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;53Ta;;;53Ta;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;53*;;;53Ta;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;53Ta;;;53Ta;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;53Lä;;;53Lä;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;52;;;18*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46*;< 20%;;46*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46*;> 20%;;46;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55*;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55*;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;55*;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49;< 20%;;49;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49;> 20%;;19f;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49*;< 20%;;27h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;49*;> 20%;;26h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;60*Ta;;normal;18w;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;60*Ta;;schattig, kühl;18v;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50*;;;18M;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;60*Lä;;normal;18w;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;60*Lä;;schattig, kühl;18v;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50*;;;18M;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;60*Ta;;normal;18w;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;60*Ta;;schattig, kühl;18v;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50*;;;18M;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;57Bl;;normal;48;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;57Bl;;schattig, kühl, grosse Blöcke;57Bl;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;57Bl;;normal;48;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;57Bl;;schattig, kühl, grosse Blöcke;57Bl;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;32V;;;32V;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;65*;;;65*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;21;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;23H;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;26;;;26h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;26w;;;26w;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;32C;;;32V;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;32*;;;32*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;33V;;;keine Angabe;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;24;;;24;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;40PBl;;;;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;40P;;;;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46Re;< 20%;;46;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46Re;> 20%;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46MRe;;;1h;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46*Re;< 20%;;46*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;46*Re;> 20%;;46;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;47;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;47*;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;47*;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;47*Lä;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50Re;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50P;;;20;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;50*Re;;;18M;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51C;;;19;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;51C;;;18;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;52Re;;;18*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;52T;;;18*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;54;;;18*;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;54A;;;18;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;56;;;56;;;;obermontan
R,J,M,1,2,3 osa bis co;hochmontan;66;;;keine Angabe;;;;obermontan
2b,3;subalpin;57C;;;55;Reliktareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57C;;;51Re;Haupt- oder Nebenareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57V;;normal;46MRe;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57V;;Boden verdichtet;55;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57CLä;;;55;Reliktareal ;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57CLä;;;51Re;Haupt- oder Nebenareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57VLä;;normal;46MRe;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57VLä;;Boden verdichtet;55;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57Bl;;normal;47H;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57Bl;;normal;47H;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57Bl;;schattig, kühl, grosse Blöcke;57Bl;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57BlTa;;;47H;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60;;;50Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60Lä;;;50Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;58Bl;;normal;47H;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;58Bl;;trocken, extrem blockig, kühl;58Bl;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;53*s;;;53*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57VM;;;51Re;Haupt- oder Nebenareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57VM;;;51Re;Reliktareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;58L;;;55*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;58LLä;;;55*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;59R;;;59R;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57M;;;55;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57CLä;;;55;Reliktareal ;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57CLä;;;51Re;Haupt- oder Nebenareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57VLä;;normal;46MRe;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57VLä;;Boden verdichtet;55;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;67;;;;;M, J, 1;;hochmontan Reliktareal der Tanne
2b,3;subalpin;67;;;65*;;2, 3;;hochmontan Reliktareal der Tanne
2b,3;subalpin;69;;;;;M, J, 1;;hochmontan Reliktareal der Tanne
2b,3;subalpin;69;;;65;;2, 3;;hochmontan Reliktareal der Tanne
2b,3;subalpin;70;;;;;M, J, 1;;hochmontan Reliktareal der Tanne
2b,3;subalpin;70;;;68;;2;;hochmontan Reliktareal der Tanne
2b,3;subalpin;70;;;68*;;3;;hochmontan Reliktareal der Tanne
2b,3;subalpin;71;;;71;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;AV;;;50Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;23;;;23;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;24*;;;24*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;27*;;;27*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;32S;;;32V;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;49*;;;49*;Haupt- und Nebenareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;49*;;;49* ;Reliktareal;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;53;;;53;;M, J, 1, 2a;;hochmontan Reliktareal der Tanne
2b,3;subalpin;53;;;53*;;2b, 3;;hochmontan Reliktareal der Tanne
2b,3;subalpin;53Ta;;;53;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;53Lä;;;53Lä;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;53A;;;52Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57S;;;46*Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;58;;;55*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;58Lä;;;55*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;58C;;;55*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60A;;;50Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60ALä;;;50Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60E;;;;;M, J, 1, 2a;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60E;;;49* ;;2b, 3;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60*;> 70%;;;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60*;< 70%;;50*Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60*Lä;> 70%;;;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60*Lä;< 70%;;50*Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60*Ta;> 70%;;;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;60*Ta;< 70%;;50*Re;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;72;;;57Bl;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;72Lä;;;57Bl;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;66PM;;;32V;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;67*;;;65*;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;47*;;;;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;47*Lä;;;;;;;hochmontan Reliktareal der Tanne
2b,3;subalpin;57C;;;51;Reliktareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57C;;;51;Haupt- oder Nebenareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57V;;normal;46M;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57V;;Boden verdichtet;46;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57CLä;;;51;Reliktareal ;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57CLä;;;51;Haupt- oder Nebenareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57VLä;;normal;46M;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57VLä;;Boden verdichtet;46;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57Bl;;normal;48;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57Bl;;normal;48;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57Bl;;schattig, kühl, grosse Blöcke;57Bl;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57BlTa;;;48;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60;;;50;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;60Lä;;;50;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;58Bl;;normal;47H;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;58Bl;;trocken, extrem blockig, kühl;58Bl;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;53*s;;;53*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57VM;;;51;Haupt- oder Nebenareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57VM;;;51;Reliktareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;58L;;;55*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;58LLä;;;55*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;59R;;;59R;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57M;;;51;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57CLä;;;51;Reliktareal ;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57CLä;;;51;Haupt- oder Nebenareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57VLä;;normal;46M;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;57VLä;;Boden verdichtet;46;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;67;;;;;M, J, 1;;hochmontan Nebenareal der Tanne
2b,3;subalpin;67;;;65*;;2, 3;;hochmontan Nebenareal der Tanne
2b,3;subalpin;69;;;;;M, J, 1;;hochmontan Nebenareal der Tanne
2b,3;subalpin;69;;;65;;2, 3;;hochmontan Nebenareal der Tanne
2b,3;subalpin;70;;;;;M, J, 1;;hochmontan Nebenareal der Tanne
2b,3;subalpin;70;;;68;;2;;hochmontan Nebenareal der Tanne
2b,3;subalpin;70;;;68;;3;;hochmontan Nebenareal der Tanne
2b,3;subalpin;71;;;71;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;AV;;;50;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;23;;;23;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;24*;;;24*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;27*;;;27*;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;32S;;;32V;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;49*;;;49*Ta;Haupt- und Nebenareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;49*;;;49*Ta;Reliktareal;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;53;;;53Ta;;M, J, 1, 2a;;hochmontan Nebenareal der Tanne
2b,3;subalpin;53;;;53*;;2b, 3;;hochmontan Nebenareal der Tanne
2b,3;subalpin;53Ta;;;53Ta;;;;hochmontan Nebenareal der Tanne
2b,3;subalpin;53Lä;;;53Lä;;;;hochmontan Nebenareal der Tanne
